Au"status"	"family"	"pval"	"qval"	"id"	"symbol"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"	"gene_id"
"ENSMUSG00000018677"	"OK"	"negbinomial.size"	1.83978572892856e-108	1.06522909769749e-106	"ENSMUSG00000018677"	"Slc25a39"	"Slc25a39"	20852	FALSE	"ENSMUSG00000018677"
"ENSMUSG00000034708"	"OK"	"negbinomial.size"	5.63919908037136e-47	1.27846471145246e-45	"ENSMUSG00000034708"	"Grn"	"Grn"	14161	FALSE	"ENSMUSG00000034708"
"ENSMUSG00000045532"	"OK"	"negbinomial.size"	4.45747865899281e-37	8.11042407871647e-36	"ENSMUSG00000045532"	"C1ql1"	"C1ql1"	2052	TRUE	"ENSMUSG00000045532"
"ENSMUSG00000020936"	"OK"	"negbinomial.size"	6.75172351851553e-266	1.31447617251099e-263	"ENSMUSG00000020936"	"Nmt1"	"Nmt1"	22608	FALSE	"ENSMUSG00000020936"
"ENSMUSG00000018411"	"OK"	"negbinomial.size"	9.07425938542843e-81	3.81977270075805e-79	"ENSMUSG00000018411"	"Mapt"	"Mapt"	11201	TRUE	"ENSMUSG00000018411"
"ENSMUSG00000020708"	"OK"	"negbinomial.size"	5.08568140383432e-61	1.5291406923691e-59	"ENSMUSG00000020708"	"Psmc5"	"Psmc5"	24818	FALSE	"ENSMUSG00000020708"
"ENSMUSG00000020719"	"OK"	"negbinomial.size"	3.41244246240115e-42	6.89348785368325e-41	"ENSMUSG00000020719"	"Ddx5"	"Ddx5"	27204	FALSE	"ENSMUSG00000020719"
"ENSMUSG00000020720"	"OK"	"negbinomial.size"	5.60605909752033e-56	1.55363648476653e-54	"ENSMUSG00000020720"	"Psmd12"	"Psmd12"	23381	FALSE	"ENSMUSG00000020720"
"ENSMUSG00000020612"	"OK"	"negbinomial.size"	1.66829599711114e-38	3.17261418254042e-37	"ENSMUSG00000020612"	"Prkar1a"	"Prkar1a"	24860	FALSE	"ENSMUSG00000020612"
"ENSMUSG00000000567"	"OK"	"negbinomial.size"	3.0546170303581e-60	9.01054171360369e-59	"ENSMUSG00000000567"	"Sox9"	"Sox9"	17559	TRUE	"ENSMUSG00000000567"
"ENSMUSG00000057322"	"OK"	"negbinomial.size"	1.02715055325872e-217	1.56841861441221e-215	"ENSMUSG00000057322"	"Rpl38"	"Rpl38"	27574	FALSE	"ENSMUSG00000057322"
"ENSMUSG00000000202"	"OK"	"negbinomial.size"	3.03691928015777e-54	8.19757673976729e-53	"ENSMUSG00000000202"	"Btbd17"	"Btbd17"	17279	TRUE	"ENSMUSG00000000202"
"ENSMUSG00000034566"	"OK"	"negbinomial.size"	6.11318011344943e-106	3.4497384154701e-104	"ENSMUSG00000034566"	"Atp5h"	"Atp5h"	27532	FALSE	"ENSMUSG00000034566"
"ENSMUSG00000016559"	"OK"	"negbinomial.size"	3.70451671740553e-85	1.63449993976179e-83	"ENSMUSG00000016559"	"H3f3b"	"H3f3b"	27562	TRUE	"ENSMUSG00000016559"
"ENSMUSG00000025130"	"OK"	"negbinomial.size"	1.32091075401296e-39	2.55567515450334e-38	"ENSMUSG00000025130"	"P4hb"	"P4hb"	20600	FALSE	"ENSMUSG00000025130"
"ENSMUSG00000039450"	"OK"	"negbinomial.size"	4.07034400422915e-81	1.72740075928799e-79	"ENSMUSG00000039450"	"Dcxr"	"Dcxr"	13333	TRUE	"ENSMUSG00000039450"
"ENSMUSG00000025153"	"OK"	"negbinomial.size"	2.63680688508272e-39	5.07642363846271e-38	"ENSMUSG00000025153"	"Fasn"	"Fasn"	18496	TRUE	"ENSMUSG00000025153"
"ENSMUSG00000039253"	"OK"	"negbinomial.size"	3.27985747102156e-63	1.02784265817225e-61	"ENSMUSG00000039253"	"Fn3krp"	"Fn3krp"	2153	TRUE	"ENSMUSG00000039253"
"ENSMUSG00000021218"	"OK"	"negbinomial.size"	2.17394421970935e-57	6.13390964166181e-56	"ENSMUSG00000021218"	"Gdi2"	"Gdi2"	26396	FALSE	"ENSMUSG00000021218"
"ENSMUSG00000058258"	"OK"	"negbinomial.size"	3.6215889178198e-64	1.16062237438361e-62	"ENSMUSG00000058258"	"Idi1"	"Idi1"	23779	TRUE	"ENSMUSG00000058258"
"ENSMUSG00000015671"	"OK"	"negbinomial.size"	6.67555952533146e-50	1.64252511227548e-48	"ENSMUSG00000015671"	"Psma2"	"Psma2"	27003	FALSE	"ENSMUSG00000015671"
"ENSMUSG00000058773"	"OK"	"negbinomial.size"	1.85486249204029e-60	5.5027587263862e-59	"ENSMUSG00000058773"	"Hist1h1b"	"Hist1h1b"	6271	TRUE	"ENSMUSG00000058773"
"ENSMUSG00000094777"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000094777"	"Hist1h2ap"	"Hist1h2ap"	12212	TRUE	"ENSMUSG00000094777"
"ENSMUSG00000069272"	"OK"	"negbinomial.size"	2.69775957133125e-35	4.62239882546582e-34	"ENSMUSG00000069272"	"Hist1h2ae"	"Hist1h2ae"	3745	TRUE	"ENSMUSG00000069272"
"ENSMUSG00000006715"	"OK"	"negbinomial.size"	8.59044606156293e-43	1.75355435660344e-41	"ENSMUSG00000006715"	"Gmnn"	"Gmnn"	11511	TRUE	"ENSMUSG00000006715"
"ENSMUSG00000058672"	"OK"	"negbinomial.size"	4.60158151415754e-181	5.55578543279098e-179	"ENSMUSG00000058672"	"Tubb2a"	"Tubb2a"	26229	TRUE	"ENSMUSG00000058672"
"ENSMUSG00000045136"	"OK"	"negbinomial.size"	3.7857273094167e-256	7.10394010170663e-254	"ENSMUSG00000045136"	"Tubb2b"	"Tubb2b"	27469	TRUE	"ENSMUSG00000045136"
"ENSMUSG00000021413"	"OK"	"negbinomial.size"	3.50295109770217e-36	6.17876142091861e-35	"ENSMUSG00000021413"	"Prpf4b"	"Prpf4b"	19232	FALSE	"ENSMUSG00000021413"
"ENSMUSG00000039114"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000039114"	"Nrn1"	"Nrn1"	9364	TRUE	"ENSMUSG00000039114"
"ENSMUSG00000021377"	"OK"	"negbinomial.size"	7.31390403407187e-67	2.48720644826789e-65	"ENSMUSG00000021377"	"Dek"	"Dek"	21795	TRUE	"ENSMUSG00000021377"
"ENSMUSG00000025867"	"OK"	"negbinomial.size"	5.93865134487167e-47	1.34439672523803e-45	"ENSMUSG00000025867"	"Cplx2"	"Cplx2"	10507	TRUE	"ENSMUSG00000025867"
"ENSMUSG00000047547"	"OK"	"negbinomial.size"	7.07368636502537e-76	2.77513010416297e-74	"ENSMUSG00000047547"	"Cltb"	"Cltb"	19444	FALSE	"ENSMUSG00000047547"
"ENSMUSG00000021486"	"OK"	"negbinomial.size"	1.45194574059665e-64	4.69171263688648e-63	"ENSMUSG00000021486"	"Prelid1"	"Prelid1"	26672	FALSE	"ENSMUSG00000021486"
"ENSMUSG00000021497"	"OK"	"negbinomial.size"	1.19530865081368e-35	2.07084896956874e-34	"ENSMUSG00000021497"	"Txndc15"	"Txndc15"	19101	FALSE	"ENSMUSG00000021497"
"ENSMUSG00000021508"	"OK"	"negbinomial.size"	4.65679525567053e-126	3.4051448876558e-124	"ENSMUSG00000021508"	"Cxcl14"	"Cxcl14"	6052	TRUE	"ENSMUSG00000021508"
"ENSMUSG00000007836"	"OK"	"negbinomial.size"	3.45081584110794e-47	7.85766911187955e-46	"ENSMUSG00000007836"	"Hnrnpa0"	"Hnrnpa0"	23543	FALSE	"ENSMUSG00000007836"
"ENSMUSG00000021552"	"OK"	"negbinomial.size"	3.42470309592355e-48	8.04521126983548e-47	"ENSMUSG00000021552"	"Gkap1"	"Gkap1"	17103	FALSE	"ENSMUSG00000021552"
"ENSMUSG00000021546"	"OK"	"negbinomial.size"	1.00593176396739e-128	7.68009177636871e-127	"ENSMUSG00000021546"	"Hnrnpk"	"Hnrnpk"	27447	TRUE	"ENSMUSG00000021546"
"ENSMUSG00000055254"	"OK"	"negbinomial.size"	1.24176173486576e-50	3.09447024328547e-49	"ENSMUSG00000055254"	"Ntrk2"	"Ntrk2"	21287	TRUE	"ENSMUSG00000055254"
"ENSMUSG00000021477"	"OK"	"negbinomial.size"	5.96324345843846e-95	3.01550379432399e-93	"ENSMUSG00000021477"	"Ctsl"	"Ctsl"	18712	TRUE	"ENSMUSG00000021477"
"ENSMUSG00000021520"	"OK"	"negbinomial.size"	1.8221974383485e-93	8.92475632147102e-92	"ENSMUSG00000021520"	"Uqcrb"	"Uqcrb"	27541	FALSE	"ENSMUSG00000021520"
"ENSMUSG00000021577"	"OK"	"negbinomial.size"	6.25857440036397e-40	1.21846620357086e-38	"ENSMUSG00000021577"	"Sdha"	"Sdha"	24553	FALSE	"ENSMUSG00000021577"
"ENSMUSG00000062382"	"OK"	"negbinomial.size"	1.55758299329885e-71	5.7486623508601e-70	"ENSMUSG00000062382"	"Gm10116"	"Gm10116"	5196	FALSE	"ENSMUSG00000062382"
"ENSMUSG00000021537"	"OK"	"negbinomial.size"	6.46764497166255e-61	1.93718404680085e-59	"ENSMUSG00000021537"	"Cetn3"	"Cetn3"	25130	FALSE	"ENSMUSG00000021537"
"ENSMUSG00000005583"	"OK"	"negbinomial.size"	7.48207141915705e-200	9.71110519611425e-198	"ENSMUSG00000005583"	"Mef2c"	"Mef2c"	19158	TRUE	"ENSMUSG00000005583"
"ENSMUSG00000021548"	"OK"	"negbinomial.size"	3.94327131718652e-39	7.58227787224445e-38	"ENSMUSG00000021548"	"Ccnh"	"Ccnh"	18549	FALSE	"ENSMUSG00000021548"
"ENSMUSG00000021549"	"OK"	"negbinomial.size"	1.69355658040331e-123	1.18283155783774e-121	"ENSMUSG00000021549"	"Rasa1"	"Rasa1"	10493	FALSE	"ENSMUSG00000021549"
"ENSMUSG00000049517"	"OK"	"negbinomial.size"	1.22937755080847e-124	8.82375822757694e-123	"ENSMUSG00000049517"	"Rps23"	"Rps23"	27577	FALSE	"ENSMUSG00000049517"
"ENSMUSG00000060739"	"OK"	"negbinomial.size"	3.00707008803657e-94	1.49156422360413e-92	"ENSMUSG00000060739"	"Nsa2"	"Nsa2"	25694	FALSE	"ENSMUSG00000060739"
"ENSMUSG00000021643"	"OK"	"negbinomial.size"	6.3120918604442e-61	1.89423565946856e-59	"ENSMUSG00000021643"	"Serf1"	"Serf1"	19805	TRUE	"ENSMUSG00000021643"
"ENSMUSG00000041417"	"OK"	"negbinomial.size"	5.6976088304013e-41	1.12614540017132e-39	"ENSMUSG00000041417"	"Pik3r1"	"Pik3r1"	15520	TRUE	"ENSMUSG00000041417"
"ENSMUSG00000068184"	"OK"	"negbinomial.size"	1.01960805596472e-63	3.22117555205893e-62	"ENSMUSG00000068184"	"Ndufaf2"	"Ndufaf2"	20933	FALSE	"ENSMUSG00000068184"
"ENSMUSG00000021701"	"OK"	"negbinomial.size"	5.1989319573607e-92	2.4537383404816e-90	"ENSMUSG00000021701"	"Plk2"	"Plk2"	16156	TRUE	"ENSMUSG00000021701"
"ENSMUSG00000021764"	"OK"	"negbinomial.size"	2.03519374827918e-38	3.86091871247846e-37	"ENSMUSG00000021764"	"Ndufs4"	"Ndufs4"	26098	FALSE	"ENSMUSG00000021764"
"ENSMUSG00000025453"	"OK"	"negbinomial.size"	5.16505260024238e-41	1.02218162959053e-39	"ENSMUSG00000025453"	"Nnt"	"Nnt"	5068	FALSE	"ENSMUSG00000025453"
"ENSMUSG00000094114"	"OK"	"negbinomial.size"	1.25588985751471e-40	2.4760107001002e-39	"ENSMUSG00000094114"	"Gm21967"	"Gm21967"	4196	FALSE	"ENSMUSG00000094114"
"ENSMUSG00000020585"	"OK"	"negbinomial.size"	1.83869854455122e-45	4.00527689949444e-44	"ENSMUSG00000020585"	"Laptm4a"	"Laptm4a"	26210	TRUE	"ENSMUSG00000020585"
"ENSMUSG00000066629"	"OK"	"negbinomial.size"	4.75815437830177e-226	7.48568226687375e-224	"ENSMUSG00000066629"	"Rpl36-ps3"	"Rpl36-ps3"	16380	FALSE	"ENSMUSG00000066629"
"ENSMUSG00000020601"	"OK"	"negbinomial.size"	2.75247430601788e-56	7.71039340219938e-55	"ENSMUSG00000020601"	"Trib2"	"Trib2"	23784	TRUE	"ENSMUSG00000020601"
"ENSMUSG00000020571"	"OK"	"negbinomial.size"	1.52989432262761e-62	4.69982328893984e-61	"ENSMUSG00000020571"	"Pdia6"	"Pdia6"	25344	TRUE	"ENSMUSG00000020571"
"ENSMUSG00000011179"	"OK"	"negbinomial.size"	8.89369466302153e-172	9.96541686162305e-170	"ENSMUSG00000011179"	"Odc1"	"Odc1"	22568	FALSE	"ENSMUSG00000011179"
"ENSMUSG00000076432"	"OK"	"negbinomial.size"	7.73823390136364e-36	1.34813191290535e-34	"ENSMUSG00000076432"	"Ywhaq"	"Ywhaq"	27428	TRUE	"ENSMUSG00000076432"
"ENSMUSG00000020644"	"OK"	"negbinomial.size"	2.73192075284518e-179	3.22345952466392e-177	"ENSMUSG00000020644"	"Id2"	"Id2"	20206	TRUE	"ENSMUSG00000020644"
"ENSMUSG00000063632"	"OK"	"negbinomial.size"	1.546082006932e-65	5.09752076386582e-64	"ENSMUSG00000063632"	"Sox11"	"Sox11"	25566	TRUE	"ENSMUSG00000063632"
"ENSMUSG00000020664"	"OK"	"negbinomial.size"	8.37708500312428e-49	2.0072784449794e-47	"ENSMUSG00000020664"	"Dld"	"Dld"	18305	FALSE	"ENSMUSG00000020664"
"ENSMUSG00000020952"	"OK"	"negbinomial.size"	5.25801415696022e-50	1.29578434326986e-48	"ENSMUSG00000020952"	"Scfd1"	"Scfd1"	13738	FALSE	"ENSMUSG00000020952"
"ENSMUSG00000079108"	"OK"	"negbinomial.size"	7.77234830630136e-37	1.40434251590074e-35	"ENSMUSG00000079108"	"Srp54b"	"Srp54b"	22200	FALSE	"ENSMUSG00000079108"
"ENSMUSG00000021024"	"OK"	"negbinomial.size"	1.82092955631443e-71	6.68890986782956e-70	"ENSMUSG00000021024"	"Psma6"	"Psma6"	26384	FALSE	"ENSMUSG00000021024"
"ENSMUSG00000034892"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000034892"	"Rps29"	"Rps29"	27576	TRUE	"ENSMUSG00000034892"
"ENSMUSG00000060073"	"OK"	"negbinomial.size"	1.09264635766466e-48	2.6021356300653e-47	"ENSMUSG00000060073"	"Psma3"	"Psma3"	27316	FALSE	"ENSMUSG00000060073"
"ENSMUSG00000021087"	"OK"	"negbinomial.size"	8.95486242780213e-93	4.2782816660435e-91	"ENSMUSG00000021087"	"Rtn1"	"Rtn1"	25233	TRUE	"ENSMUSG00000021087"
"ENSMUSG00000021094"	"OK"	"negbinomial.size"	3.694668535649e-43	7.59161773650834e-42	"ENSMUSG00000021094"	"Dhrs7"	"Dhrs7"	9613	FALSE	"ENSMUSG00000021094"
"ENSMUSG00000046768"	"OK"	"negbinomial.size"	9.93778559498651e-42	1.98691926369596e-40	"ENSMUSG00000046768"	"Rhoj"	"Rhoj"	6433	TRUE	"ENSMUSG00000046768"
"ENSMUSG00000045690"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000045690"	"Wdr89"	"Wdr89"	25542	FALSE	"ENSMUSG00000045690"
"ENSMUSG00000090258"	"OK"	"negbinomial.size"	2.90882808520005e-53	7.69185015738383e-52	"ENSMUSG00000090258"	"Churc1"	"Churc1"	8175	FALSE	"ENSMUSG00000090258"
"ENSMUSG00000021114"	"OK"	"negbinomial.size"	4.15976618420894e-55	1.13663786524657e-53	"ENSMUSG00000021114"	"Atp6v1d"	"Atp6v1d"	22932	FALSE	"ENSMUSG00000021114"
"ENSMUSG00000021242"	"OK"	"negbinomial.size"	6.12818463690498e-39	1.17400339138739e-37	"ENSMUSG00000021242"	"Npc2"	"Npc2"	26367	FALSE	"ENSMUSG00000021242"
"ENSMUSG00000021250"	"OK"	"negbinomial.size"	1.9145540130641e-37	3.51227076012643e-36	"ENSMUSG00000021250"	"Fos"	"Fos"	12969	TRUE	"ENSMUSG00000021250"
"ENSMUSG00000021252"	"OK"	"negbinomial.size"	2.53198134285712e-185	3.10516609566927e-183	"ENSMUSG00000021252"	"0610007P14Rik"	"0610007P14Rik"	24805	TRUE	"ENSMUSG00000021252"
"ENSMUSG00000079036"	"OK"	"negbinomial.size"	1.79139920477036e-35	3.08298813417661e-34	"ENSMUSG00000079036"	"Alkbh1"	"Alkbh1"	13517	TRUE	"ENSMUSG00000079036"
"ENSMUSG00000021178"	"OK"	"negbinomial.size"	4.85059321770326e-48	1.13095792463665e-46	"ENSMUSG00000021178"	"Psmc1"	"Psmc1"	24394	FALSE	"ENSMUSG00000021178"
"ENSMUSG00000001175"	"OK"	"negbinomial.size"	1.35661677801199e-36	2.42308558687349e-35	"ENSMUSG00000001175"	"Calm1"	"Calm1"	27505	TRUE	"ENSMUSG00000001175"
"ENSMUSG00000021190"	"OK"	"negbinomial.size"	3.22870654657492e-61	9.76448630347658e-60	"ENSMUSG00000021190"	"Lgmn"	"Lgmn"	10503	FALSE	"ENSMUSG00000021190"
"ENSMUSG00000021270"	"OK"	"negbinomial.size"	9.14053305035354e-153	8.42389362480807e-151	"ENSMUSG00000021270"	"Hsp90aa1"	"Hsp90aa1"	27481	TRUE	"ENSMUSG00000021270"
"ENSMUSG00000001270"	"OK"	"negbinomial.size"	1.47752610308263e-60	4.3916925678458e-59	"ENSMUSG00000001270"	"Ckb"	"Ckb"	27577	TRUE	"ENSMUSG00000001270"
"ENSMUSG00000021290"	"OK"	"negbinomial.size"	8.68874412243685e-67	2.94830478664388e-65	"ENSMUSG00000021290"	"2010107E04Rik"	"2010107E04Rik"	27554	FALSE	"ENSMUSG00000021290"
"ENSMUSG00000064326"	"OK"	"negbinomial.size"	2.63517730089029e-43	5.42895323563046e-42	"ENSMUSG00000064326"	"Siva1"	"Siva1"	22813	TRUE	"ENSMUSG00000064326"
"ENSMUSG00000006356"	"OK"	"negbinomial.size"	1.41076877730049e-44	3.00584455628661e-43	"ENSMUSG00000006356"	"Crip2"	"Crip2"	19083	TRUE	"ENSMUSG00000006356"
"ENSMUSG00000041841"	"OK"	"negbinomial.size"	5.39090315425125e-195	6.88223906782485e-193	"ENSMUSG00000041841"	"Rpl37"	"Rpl37"	27576	FALSE	"ENSMUSG00000041841"
"ENSMUSG00000039828"	"OK"	"negbinomial.size"	9.95175682522095e-60	2.89717032809002e-58	"ENSMUSG00000039828"	"Wdr70"	"Wdr70"	11262	FALSE	"ENSMUSG00000039828"
"ENSMUSG00000045763"	"OK"	"negbinomial.size"	1.0527152256396e-67	3.63548550761347e-66	"ENSMUSG00000045763"	"Basp1"	"Basp1"	22869	TRUE	"ENSMUSG00000045763"
"ENSMUSG00000022234"	"OK"	"negbinomial.size"	1.56756847779209e-70	5.66470511406308e-69	"ENSMUSG00000022234"	"Cct5"	"Cct5"	26796	FALSE	"ENSMUSG00000022234"
"ENSMUSG00000058600"	"OK"	"negbinomial.size"	6.278415983017e-104	3.45534731220812e-102	"ENSMUSG00000058600"	"Rpl30"	"Rpl30"	27570	FALSE	"ENSMUSG00000058600"
"ENSMUSG00000022283"	"OK"	"negbinomial.size"	2.34949327673003e-43	4.8532304754735e-42	"ENSMUSG00000022283"	"Pabpc1"	"Pabpc1"	27181	FALSE	"ENSMUSG00000022283"
"ENSMUSG00000051359"	"OK"	"negbinomial.size"	2.20302805534867e-111	1.32479389814887e-109	"ENSMUSG00000051359"	"Ncald"	"Ncald"	13919	TRUE	"ENSMUSG00000051359"
"ENSMUSG00000022336"	"OK"	"negbinomial.size"	1.47690899155255e-112	9.02072844840428e-111	"ENSMUSG00000022336"	"Eif3e"	"Eif3e"	26969	TRUE	"ENSMUSG00000022336"
"ENSMUSG00000022337"	"OK"	"negbinomial.size"	3.40519534247423e-77	1.35295707803664e-75	"ENSMUSG00000022337"	"Emc2"	"Emc2"	20035	FALSE	"ENSMUSG00000022337"
"ENSMUSG00000022312"	"OK"	"negbinomial.size"	4.10794930619702e-49	9.96593620623342e-48	"ENSMUSG00000022312"	"Eif3h"	"Eif3h"	27104	FALSE	"ENSMUSG00000022312"
"ENSMUSG00000057262"	"OK"	"negbinomial.size"	1.32185075636114e-77	5.31985155822344e-76	"ENSMUSG00000057262"	"Gm10020"	"Gm10020"	3166	FALSE	"ENSMUSG00000057262"
"ENSMUSG00000022332"	"OK"	"negbinomial.size"	3.38531801249383e-141	2.89705099146107e-139	"ENSMUSG00000022332"	"Khdrbs3"	"Khdrbs3"	10603	TRUE	"ENSMUSG00000022332"
"ENSMUSG00000055762"	"OK"	"negbinomial.size"	8.78615265739261e-40	1.7020438761056e-38	"ENSMUSG00000055762"	"Eef1d"	"Eef1d"	26911	FALSE	"ENSMUSG00000055762"
"ENSMUSG00000022564"	"OK"	"negbinomial.size"	3.24133256939975e-48	7.62594482906362e-47	"ENSMUSG00000022564"	"Grina"	"Grina"	17220	TRUE	"ENSMUSG00000022564"
"ENSMUSG00000059323"	"OK"	"negbinomial.size"	1.3375570542946e-55	3.68064507431774e-54	"ENSMUSG00000059323"	"Tonsl"	"Tonsl"	22694	FALSE	"ENSMUSG00000059323"
"ENSMUSG00000003970"	"OK"	"negbinomial.size"	4.87767257183342e-63	1.51939500612611e-61	"ENSMUSG00000003970"	"Rpl8"	"Rpl8"	27577	FALSE	"ENSMUSG00000003970"
"ENSMUSG00000044986"	"OK"	"negbinomial.size"	1.68846907835241e-66	5.6554636334062e-65	"ENSMUSG00000044986"	"Tst"	"Tst"	9014	TRUE	"ENSMUSG00000044986"
"ENSMUSG00000068220"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000068220"	"Lgals1"	"Lgals1"	27044	TRUE	"ENSMUSG00000068220"
"ENSMUSG00000033020"	"OK"	"negbinomial.size"	3.02381966947638e-76	1.1953297297486e-74	"ENSMUSG00000033020"	"Polr2f"	"Polr2f"	26733	TRUE	"ENSMUSG00000033020"
"ENSMUSG00000022403"	"OK"	"negbinomial.size"	3.65616606001254e-129	2.80516189087169e-127	"ENSMUSG00000022403"	"St13"	"St13"	26859	FALSE	"ENSMUSG00000022403"
"ENSMUSG00000022463"	"OK"	"negbinomial.size"	2.33839870949648e-42	4.74581098223694e-41	"ENSMUSG00000022463"	"Srebf2"	"Srebf2"	14620	FALSE	"ENSMUSG00000022463"
"ENSMUSG00000016541"	"OK"	"negbinomial.size"	4.00356940665743e-103	2.17266876336897e-101	"ENSMUSG00000016541"	"Atxn10"	"Atxn10"	24746	FALSE	"ENSMUSG00000016541"
"ENSMUSG00000055022"	"OK"	"negbinomial.size"	3.48915880103942e-99	1.84215757037929e-97	"ENSMUSG00000055022"	"Cntn1"	"Cntn1"	10814	TRUE	"ENSMUSG00000055022"
"ENSMUSG00000045608"	"OK"	"negbinomial.size"	4.02123335476281e-44	8.44079642862948e-43	"ENSMUSG00000045608"	"Dbx2"	"Dbx2"	13949	TRUE	"ENSMUSG00000045608"
"ENSMUSG00000072235"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000072235"	"Tuba1a"	"Tuba1a"	27552	TRUE	"ENSMUSG00000072235"
"ENSMUSG00000097587"	"OK"	"negbinomial.size"	7.08790457144756e-71	2.57930172196953e-69	"ENSMUSG00000097587"	"4930578M01Rik"	"4930578M01Rik"	492	FALSE	"ENSMUSG00000097587"
"ENSMUSG00000043091"	"OK"	"negbinomial.size"	7.96260350926147e-47	1.79735579212677e-45	"ENSMUSG00000043091"	"Tuba1c"	"Tuba1c"	2745	TRUE	"ENSMUSG00000043091"
"ENSMUSG00000032783"	"OK"	"negbinomial.size"	1.38462450090217e-292	2.99521202799324e-290	"ENSMUSG00000032783"	"Troap"	"Troap"	3506	TRUE	"ENSMUSG00000032783"
"ENSMUSG00000023010"	"OK"	"negbinomial.size"	1.40700120064325e-201	1.85712234745921e-199	"ENSMUSG00000023010"	"Tmbim6"	"Tmbim6"	25846	FALSE	"ENSMUSG00000023010"
"ENSMUSG00000023019"	"OK"	"negbinomial.size"	1.48214561315336e-37	2.73188377809036e-36	"ENSMUSG00000023019"	"Gpd1"	"Gpd1"	3212	TRUE	"ENSMUSG00000023019"
"ENSMUSG00000023026"	"OK"	"negbinomial.size"	4.78057016353735e-35	8.16418643608489e-34	"ENSMUSG00000023026"	"Dip2b"	"Dip2b"	12846	FALSE	"ENSMUSG00000023026"
"ENSMUSG00000097234"	"OK"	"negbinomial.size"	9.96766893749495e-74	3.83324552349343e-72	"ENSMUSG00000097234"	"Gm26518"	"Gm26518"	4292	FALSE	"ENSMUSG00000097234"
"ENSMUSG00000056851"	"OK"	"negbinomial.size"	2.38164262084698e-59	6.88201926153835e-58	"ENSMUSG00000056851"	"Pcbp2"	"Pcbp2"	27092	FALSE	"ENSMUSG00000056851"
"ENSMUSG00000022490"	"OK"	"negbinomial.size"	3.26789833728303e-266	6.4427236206561e-264	"ENSMUSG00000022490"	"Ppp1r1a"	"Ppp1r1a"	19926	TRUE	"ENSMUSG00000022490"
"ENSMUSG00000022681"	"OK"	"negbinomial.size"	4.59931346331172e-38	8.6514863757343e-37	"ENSMUSG00000022681"	"Ntan1"	"Ntan1"	16130	FALSE	"ENSMUSG00000022681"
"ENSMUSG00000022674"	"OK"	"negbinomial.size"	2.88713966450316e-44	6.08487148506587e-43	"ENSMUSG00000022674"	"Ube2v2"	"Ube2v2"	23029	FALSE	"ENSMUSG00000022674"
"ENSMUSG00000003528"	"OK"	"negbinomial.size"	2.14909029754189e-51	5.45147905280372e-50	"ENSMUSG00000003528"	"Slc25a1"	"Slc25a1"	14766	TRUE	"ENSMUSG00000003528"
"ENSMUSG00000006998"	"OK"	"negbinomial.size"	1.51945641345953e-62	4.67726832115379e-61	"ENSMUSG00000006998"	"Psmd2"	"Psmd2"	24674	FALSE	"ENSMUSG00000006998"
"ENSMUSG00000033581"	"OK"	"negbinomial.size"	1.2401371822088e-36	2.22268545603015e-35	"ENSMUSG00000033581"	"Igf2bp2"	"Igf2bp2"	4679	FALSE	"ENSMUSG00000033581"
"ENSMUSG00000013089"	"OK"	"negbinomial.size"	4.31957671707838e-50	1.06959312191567e-48	"ENSMUSG00000013089"	"Etv5"	"Etv5"	16404	FALSE	"ENSMUSG00000013089"
"ENSMUSG00000022884"	"OK"	"negbinomial.size"	4.02945156742005e-60	1.18636499362131e-58	"ENSMUSG00000022884"	"Eif4a2"	"Eif4a2"	21163	TRUE	"ENSMUSG00000022884"
"ENSMUSG00000022528"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000022528"	"Hes1"	"Hes1"	16065	TRUE	"ENSMUSG00000022528"
"ENSMUSG00000022772"	"OK"	"negbinomial.size"	1.1174213443269e-114	6.96153497515656e-113	"ENSMUSG00000022772"	"Senp5"	"Senp5"	8854	FALSE	"ENSMUSG00000022772"
"ENSMUSG00000060636"	"OK"	"negbinomial.size"	2.45426679240353e-118	1.59271688715354e-116	"ENSMUSG00000060636"	"Rpl35a"	"Rpl35a"	27574	FALSE	"ENSMUSG00000060636"
"ENSMUSG00000022817"	"OK"	"negbinomial.size"	9.27911782198907e-42	1.85761259739691e-40	"ENSMUSG00000022817"	"Itgb5"	"Itgb5"	8839	TRUE	"ENSMUSG00000022817"
"ENSMUSG00000047261"	"OK"	"negbinomial.size"	6.30345430711811e-66	2.09778420584112e-64	"ENSMUSG00000047261"	"Gap43"	"Gap43"	25176	TRUE	"ENSMUSG00000047261"
"ENSMUSG00000022658"	"OK"	"negbinomial.size"	1.2667161777544e-160	1.25663085786782e-158	"ENSMUSG00000022658"	"Tagln3"	"Tagln3"	5717	TRUE	"ENSMUSG00000022658"
"ENSMUSG00000022636"	"OK"	"negbinomial.size"	1.91309699923005e-46	4.28726413856231e-45	"ENSMUSG00000022636"	"Alcam"	"Alcam"	8437	TRUE	"ENSMUSG00000022636"
