"status"	"family"	"pval"	"qval"	"id"	"symbol"	"gene_short_name"	"gene_id"	"num_cells_expressed"	"use_for_ordering"
"ENSMUSG00000032503"	"OK"	"negbinomial.size"	8.84645246913705e-43	1.8034489163195e-41	"ENSMUSG00000032503"	"Arpp21"	"Arpp21"	"ENSMUSG00000032503"	6662	TRUE
"ENSMUSG00000050621"	"OK"	"negbinomial.size"	1.72011656915849e-297	3.88272689342659e-295	"ENSMUSG00000050621"	"Rps27rt"	"Rps27rt"	"ENSMUSG00000050621"	25261	FALSE
"ENSMUSG00000054871"	"OK"	"negbinomial.size"	1.79990903601484e-55	4.9268160344343e-54	"ENSMUSG00000054871"	"Tmem158"	"Tmem158"	"ENSMUSG00000054871"	16362	TRUE
"ENSMUSG00000020432"	"OK"	"negbinomial.size"	2.58787056402459e-40	5.05088772364449e-39	"ENSMUSG00000020432"	"Tcn2"	"Tcn2"	"ENSMUSG00000020432"	8557	FALSE
"ENSMUSG00000020321"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000020321"	"Mdh1"	"Mdh1"	"ENSMUSG00000020321"	27205	TRUE
"ENSMUSG00000020462"	"OK"	"negbinomial.size"	2.37870731611068e-74	9.21601155433429e-73	"ENSMUSG00000020462"	"Cfap36"	"Cfap36"	"ENSMUSG00000020462"	20329	FALSE
"ENSMUSG00000020460"	"OK"	"negbinomial.size"	8.29173127647418e-45	1.78129261560118e-43	"ENSMUSG00000020460"	"Rps27a"	"Rps27a"	"ENSMUSG00000020460"	27576	FALSE
"ENSMUSG00000020386"	"OK"	"negbinomial.size"	1.0462881068143e-44	2.24461945780066e-43	"ENSMUSG00000020386"	"Sar1b"	"Sar1b"	"ENSMUSG00000020386"	22916	FALSE
"ENSMUSG00000020349"	"OK"	"negbinomial.size"	3.80120529210427e-73	1.44399444937863e-71	"ENSMUSG00000020349"	"Ppp2ca"	"Ppp2ca"	"ENSMUSG00000020349"	27160	FALSE
"ENSMUSG00000000594"	"OK"	"negbinomial.size"	1.29502726410932e-60	3.85660604942688e-59	"ENSMUSG00000000594"	"Gm2a"	"Gm2a"	"ENSMUSG00000000594"	14110	TRUE
"ENSMUSG00000018585"	"OK"	"negbinomial.size"	2.69803034560955e-37	4.93213880667473e-36	"ENSMUSG00000018585"	"Atox1"	"Atox1"	"ENSMUSG00000018585"	25669	FALSE
"ENSMUSG00000056895"	"OK"	"negbinomial.size"	4.25935506598859e-61	1.28564835567388e-59	"ENSMUSG00000056895"	"Hist3h2ba"	"Hist3h2ba"	"ENSMUSG00000056895"	11984	TRUE
"ENSMUSG00000060938"	"OK"	"negbinomial.size"	3.79016781703478e-36	6.67781264143854e-35	"ENSMUSG00000060938"	"Rpl26"	"Rpl26"	"ENSMUSG00000060938"	27573	FALSE
"ENSMUSG00000059796"	"OK"	"negbinomial.size"	9.32793717906378e-169	1.01596238855887e-166	"ENSMUSG00000059796"	"Eif4a1"	"Eif4a1"	"ENSMUSG00000059796"	27538	TRUE
"ENSMUSG00000070394"	"OK"	"negbinomial.size"	1.69430297536888e-66	5.67500405190761e-65	"ENSMUSG00000070394"	"Tmem256"	"Tmem256"	"ENSMUSG00000070394"	27356	FALSE
"ENSMUSG00000018567"	"OK"	"negbinomial.size"	2.88363663778519e-38	5.4571859821998e-37	"ENSMUSG00000018567"	"Gabarap"	"Gabarap"	"ENSMUSG00000018567"	27209	FALSE
"ENSMUSG00000018574"	"OK"	"negbinomial.size"	7.78732445596217e-46	1.70587311394671e-44	"ENSMUSG00000018574"	"Acadvl"	"Acadvl"	"ENSMUSG00000018574"	15097	FALSE
"ENSMUSG00000018286"	"OK"	"negbinomial.size"	8.37825369031908e-79	3.44304224872611e-77	"ENSMUSG00000018286"	"Psmb6"	"Psmb6"	"ENSMUSG00000018286"	27311	FALSE
"ENSMUSG00000058546"	"OK"	"negbinomial.size"	1.08423520306003e-158	1.05543520547874e-156	"ENSMUSG00000058546"	"Rpl23a"	"Rpl23a"	"ENSMUSG00000058546"	27576	FALSE
"ENSMUSG00000002064"	"OK"	"negbinomial.size"	4.75211301322273e-48	1.1096575739272e-46	"ENSMUSG00000002064"	"Sdf2"	"Sdf2"	"ENSMUSG00000002064"	17725	FALSE
"ENSMUSG00000017390"	"OK"	"negbinomial.size"	1.23093040551767e-73	4.72210371082209e-72	"ENSMUSG00000017390"	"Aldoc"	"Aldoc"	"ENSMUSG00000017390"	19345	TRUE
"ENSMUSG00000020486"	"OK"	"negbinomial.size"	9.95815170268335e-37	1.79097243382556e-35	"ENSMUSG00000020486"	"Sept4"	"Sept4"	"ENSMUSG00000020486"	3297	TRUE
"ENSMUSG00000069763"	"OK"	"negbinomial.size"	2.21432245071802e-37	4.05742025528625e-36	"ENSMUSG00000069763"	"Tmem100"	"Tmem100"	"ENSMUSG00000069763"	2632	TRUE
"ENSMUSG00000037601"	"OK"	"negbinomial.size"	5.85216089755257e-98	3.058637784543e-96	"ENSMUSG00000037601"	"Nme1"	"Nme1"	"ENSMUSG00000037601"	27492	FALSE
"ENSMUSG00000069744"	"OK"	"negbinomial.size"	1.85952403018706e-104	1.0306792444898e-102	"ENSMUSG00000069744"	"Psmb3"	"Psmb3"	"ENSMUSG00000069744"	26943	FALSE
"ENSMUSG00000017493"	"OK"	"negbinomial.size"	5.34024750441248e-75	2.07935887203061e-73	"ENSMUSG00000017493"	"Igfbp4"	"Igfbp4"	"ENSMUSG00000017493"	10219	TRUE
"ENSMUSG00000006782"	"OK"	"negbinomial.size"	1.24380901880455e-41	2.47095988110726e-40	"ENSMUSG00000006782"	"Cnp"	"Cnp"	"ENSMUSG00000006782"	11657	TRUE
"ENSMUSG00000063316"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000063316"	"Rpl27"	"Rpl27"	"ENSMUSG00000063316"	27555	FALSE
"ENSMUSG00000034708"	"OK"	"negbinomial.size"	5.63867587191494e-47	1.27834609468814e-45	"ENSMUSG00000034708"	"Grn"	"Grn"	"ENSMUSG00000034708"	14161	FALSE
"ENSMUSG00000045532"	"OK"	"negbinomial.size"	4.45182643016613e-37	8.10013979554177e-36	"ENSMUSG00000045532"	"C1ql1"	"C1ql1"	"ENSMUSG00000045532"	2052	TRUE
"ENSMUSG00000018411"	"OK"	"negbinomial.size"	9.07012707190951e-81	3.81803322013488e-79	"ENSMUSG00000018411"	"Mapt"	"Mapt"	"ENSMUSG00000018411"	11201	TRUE
"ENSMUSG00000020708"	"OK"	"negbinomial.size"	5.09379490621271e-61	1.53158022517882e-59	"ENSMUSG00000020708"	"Psmc5"	"Psmc5"	"ENSMUSG00000020708"	24818	FALSE
"ENSMUSG00000020719"	"OK"	"negbinomial.size"	3.42310712061701e-42	6.91503156985862e-41	"ENSMUSG00000020719"	"Ddx5"	"Ddx5"	"ENSMUSG00000020719"	27204	FALSE
"ENSMUSG00000020720"	"OK"	"negbinomial.size"	5.61182656051735e-56	1.55523485195832e-54	"ENSMUSG00000020720"	"Psmd12"	"Psmd12"	"ENSMUSG00000020720"	23381	FALSE
"ENSMUSG00000020612"	"OK"	"negbinomial.size"	1.66992894177063e-38	3.17571956875184e-37	"ENSMUSG00000020612"	"Prkar1a"	"Prkar1a"	"ENSMUSG00000020612"	24860	FALSE
"ENSMUSG00000000567"	"OK"	"negbinomial.size"	3.05696881292003e-60	9.01747902674801e-59	"ENSMUSG00000000567"	"Sox9"	"Sox9"	"ENSMUSG00000000567"	17559	TRUE
"ENSMUSG00000000202"	"OK"	"negbinomial.size"	3.03906635918093e-54	8.20337236468682e-53	"ENSMUSG00000000202"	"Btbd17"	"Btbd17"	"ENSMUSG00000000202"	17279	TRUE
"ENSMUSG00000034566"	"OK"	"negbinomial.size"	6.19109160144405e-106	3.49370477146707e-104	"ENSMUSG00000034566"	"Atp5h"	"Atp5h"	"ENSMUSG00000034566"	27532	FALSE
"ENSMUSG00000016559"	"OK"	"negbinomial.size"	3.75122888618885e-85	1.65511019553517e-83	"ENSMUSG00000016559"	"H3f3b"	"H3f3b"	"ENSMUSG00000016559"	27562	TRUE
"ENSMUSG00000039450"	"OK"	"negbinomial.size"	4.07075609630485e-81	1.72757564577515e-79	"ENSMUSG00000039450"	"Dcxr"	"Dcxr"	"ENSMUSG00000039450"	13333	TRUE
"ENSMUSG00000039253"	"OK"	"negbinomial.size"	3.27734452934978e-63	1.02705515180328e-61	"ENSMUSG00000039253"	"Fn3krp"	"Fn3krp"	"ENSMUSG00000039253"	2153	TRUE
"ENSMUSG00000021218"	"OK"	"negbinomial.size"	2.17965164013318e-57	6.15001345925257e-56	"ENSMUSG00000021218"	"Gdi2"	"Gdi2"	"ENSMUSG00000021218"	26396	FALSE
"ENSMUSG00000058258"	"OK"	"negbinomial.size"	3.62987347049223e-64	1.16327735191186e-62	"ENSMUSG00000058258"	"Idi1"	"Idi1"	"ENSMUSG00000058258"	23779	TRUE
"ENSMUSG00000015671"	"OK"	"negbinomial.size"	6.69487233341936e-50	1.64727703938399e-48	"ENSMUSG00000015671"	"Psma2"	"Psma2"	"ENSMUSG00000015671"	27003	FALSE
"ENSMUSG00000058672"	"OK"	"negbinomial.size"	4.65441094734149e-181	5.61956980657703e-179	"ENSMUSG00000058672"	"Tubb2a"	"Tubb2a"	"ENSMUSG00000058672"	26229	TRUE
"ENSMUSG00000045136"	"OK"	"negbinomial.size"	3.92268290802314e-256	7.36093810752535e-254	"ENSMUSG00000045136"	"Tubb2b"	"Tubb2b"	"ENSMUSG00000045136"	27469	TRUE
"ENSMUSG00000039114"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000039114"	"Nrn1"	"Nrn1"	"ENSMUSG00000039114"	9364	TRUE
"ENSMUSG00000047547"	"OK"	"negbinomial.size"	7.07704315059163e-76	2.77644702948274e-74	"ENSMUSG00000047547"	"Cltb"	"Cltb"	"ENSMUSG00000047547"	19444	FALSE
"ENSMUSG00000021497"	"OK"	"negbinomial.size"	1.19550070655704e-35	2.07118170240554e-34	"ENSMUSG00000021497"	"Txndc15"	"Txndc15"	"ENSMUSG00000021497"	19101	FALSE
"ENSMUSG00000021508"	"OK"	"negbinomial.size"	4.65036286335997e-126	3.40044138952261e-124	"ENSMUSG00000021508"	"Cxcl14"	"Cxcl14"	"ENSMUSG00000021508"	6052	TRUE
"ENSMUSG00000021546"	"OK"	"negbinomial.size"	1.01982470638893e-128	7.78616166765078e-127	"ENSMUSG00000021546"	"Hnrnpk"	"Hnrnpk"	"ENSMUSG00000021546"	27447	TRUE
"ENSMUSG00000055254"	"OK"	"negbinomial.size"	1.24265132955063e-50	3.09668711324016e-49	"ENSMUSG00000055254"	"Ntrk2"	"Ntrk2"	"ENSMUSG00000055254"	21287	TRUE
"ENSMUSG00000021477"	"OK"	"negbinomial.size"	5.96669657973308e-95	3.01724997497866e-93	"ENSMUSG00000021477"	"Ctsl"	"Ctsl"	"ENSMUSG00000021477"	18712	TRUE
"ENSMUSG00000021520"	"OK"	"negbinomial.size"	1.84502855873742e-93	9.03657855419349e-92	"ENSMUSG00000021520"	"Uqcrb"	"Uqcrb"	"ENSMUSG00000021520"	27541	FALSE
"ENSMUSG00000021577"	"OK"	"negbinomial.size"	6.2649577039655e-40	1.21970895299078e-38	"ENSMUSG00000021577"	"Sdha"	"Sdha"	"ENSMUSG00000021577"	24553	FALSE
"ENSMUSG00000021537"	"OK"	"negbinomial.size"	6.47857022748655e-61	1.94045637102121e-59	"ENSMUSG00000021537"	"Cetn3"	"Cetn3"	"ENSMUSG00000021537"	25130	FALSE
"ENSMUSG00000021548"	"OK"	"negbinomial.size"	3.94391501386874e-39	7.58351559765501e-38	"ENSMUSG00000021548"	"Ccnh"	"Ccnh"	"ENSMUSG00000021548"	18549	FALSE
"ENSMUSG00000021549"	"OK"	"negbinomial.size"	1.69195949612588e-123	1.18171610547805e-121	"ENSMUSG00000021549"	"Rasa1"	"Rasa1"	"ENSMUSG00000021549"	10493	FALSE
"ENSMUSG00000041417"	"OK"	"negbinomial.size"	5.69786389729745e-41	1.12619581472599e-39	"ENSMUSG00000041417"	"Pik3r1"	"Pik3r1"	"ENSMUSG00000041417"	15520	TRUE
"ENSMUSG00000021701"	"OK"	"negbinomial.size"	5.20038599042619e-92	2.4544246000269e-90	"ENSMUSG00000021701"	"Plk2"	"Plk2"	"ENSMUSG00000021701"	16156	TRUE
"ENSMUSG00000021764"	"OK"	"negbinomial.size"	2.03803710500014e-38	3.86631277836506e-37	"ENSMUSG00000021764"	"Ndufs4"	"Ndufs4"	"ENSMUSG00000021764"	26098	FALSE
"ENSMUSG00000094114"	"OK"	"negbinomial.size"	1.25521413130791e-40	2.47467849305325e-39	"ENSMUSG00000094114"	"Gm21967"	"Gm21967"	"ENSMUSG00000094114"	4196	FALSE
"ENSMUSG00000020585"	"OK"	"negbinomial.size"	1.84264926610774e-45	4.01388284190602e-44	"ENSMUSG00000020585"	"Laptm4a"	"Laptm4a"	"ENSMUSG00000020585"	26210	TRUE
"ENSMUSG00000066629"	"OK"	"negbinomial.size"	4.75918342086631e-226	7.48730118989826e-224	"ENSMUSG00000066629"	"Rpl36-ps3"	"Rpl36-ps3"	"ENSMUSG00000066629"	16380	FALSE
"ENSMUSG00000020571"	"OK"	"negbinomial.size"	1.53338861500612e-62	4.71055772755826e-61	"ENSMUSG00000020571"	"Pdia6"	"Pdia6"	"ENSMUSG00000020571"	25344	TRUE
"ENSMUSG00000076432"	"OK"	"negbinomial.size"	7.76518148141206e-36	1.35282663951894e-34	"ENSMUSG00000076432"	"Ywhaq"	"Ywhaq"	"ENSMUSG00000076432"	27428	TRUE
"ENSMUSG00000020644"	"OK"	"negbinomial.size"	2.74536866969447e-179	3.23932704776449e-177	"ENSMUSG00000020644"	"Id2"	"Id2"	"ENSMUSG00000020644"	20206	TRUE
"ENSMUSG00000020664"	"OK"	"negbinomial.size"	8.37852022178547e-49	2.00915691585506e-47	"ENSMUSG00000020664"	"Dld"	"Dld"	"ENSMUSG00000020664"	18305	FALSE
"ENSMUSG00000020952"	"OK"	"negbinomial.size"	5.25706413693058e-50	1.29555022045402e-48	"ENSMUSG00000020952"	"Scfd1"	"Scfd1"	"ENSMUSG00000020952"	13738	FALSE
"ENSMUSG00000079108"	"OK"	"negbinomial.size"	7.7760400370088e-37	1.40500955425072e-35	"ENSMUSG00000079108"	"Srp54b"	"Srp54b"	"ENSMUSG00000079108"	22200	FALSE
"ENSMUSG00000021024"	"OK"	"negbinomial.size"	1.82688630203716e-71	6.71079107411057e-70	"ENSMUSG00000021024"	"Psma6"	"Psma6"	"ENSMUSG00000021024"	26384	FALSE
"ENSMUSG00000060073"	"OK"	"negbinomial.size"	1.09663516021354e-48	2.61163495723637e-47	"ENSMUSG00000060073"	"Psma3"	"Psma3"	"ENSMUSG00000060073"	27316	FALSE
"ENSMUSG00000021087"	"OK"	"negbinomial.size"	8.99626285538022e-93	4.29806116480205e-91	"ENSMUSG00000021087"	"Rtn1"	"Rtn1"	"ENSMUSG00000021087"	25233	TRUE
"ENSMUSG00000021094"	"OK"	"negbinomial.size"	3.6934813208135e-43	7.58917830760822e-42	"ENSMUSG00000021094"	"Dhrs7"	"Dhrs7"	"ENSMUSG00000021094"	9613	FALSE
"ENSMUSG00000045690"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000045690"	"Wdr89"	"Wdr89"	"ENSMUSG00000045690"	25542	FALSE
"ENSMUSG00000090258"	"OK"	"negbinomial.size"	2.90733199518666e-53	7.68789402801905e-52	"ENSMUSG00000090258"	"Churc1"	"Churc1"	"ENSMUSG00000090258"	8175	FALSE
"ENSMUSG00000021114"	"OK"	"negbinomial.size"	4.16349735987302e-55	1.13765739263197e-53	"ENSMUSG00000021114"	"Atp6v1d"	"Atp6v1d"	"ENSMUSG00000021114"	22932	FALSE
"ENSMUSG00000021242"	"OK"	"negbinomial.size"	6.13873933972927e-39	1.17602540241431e-37	"ENSMUSG00000021242"	"Npc2"	"Npc2"	"ENSMUSG00000021242"	26367	FALSE
"ENSMUSG00000021250"	"OK"	"negbinomial.size"	1.9146063099597e-37	3.51236669936659e-36	"ENSMUSG00000021250"	"Fos"	"Fos"	"ENSMUSG00000021250"	12969	TRUE
"ENSMUSG00000021252"	"OK"	"negbinomial.size"	2.55010845933586e-185	3.12739679166583e-183	"ENSMUSG00000021252"	"0610007P14Rik"	"0610007P14Rik"	"ENSMUSG00000021252"	24805	TRUE
"ENSMUSG00000021178"	"OK"	"negbinomial.size"	4.85592418362077e-48	1.13220088562715e-46	"ENSMUSG00000021178"	"Psmc1"	"Psmc1"	"ENSMUSG00000021178"	24394	FALSE
"ENSMUSG00000001175"	"OK"	"negbinomial.size"	1.36250583965337e-36	2.43360418034418e-35	"ENSMUSG00000001175"	"Calm1"	"Calm1"	"ENSMUSG00000001175"	27505	TRUE
"ENSMUSG00000021190"	"OK"	"negbinomial.size"	3.22726505374874e-61	9.76012683730807e-60	"ENSMUSG00000021190"	"Lgmn"	"Lgmn"	"ENSMUSG00000021190"	10503	FALSE
"ENSMUSG00000021270"	"OK"	"negbinomial.size"	9.30657757454756e-153	8.57691986530049e-151	"ENSMUSG00000021270"	"Hsp90aa1"	"Hsp90aa1"	"ENSMUSG00000021270"	27481	TRUE
"ENSMUSG00000001270"	"OK"	"negbinomial.size"	1.49843148813772e-60	4.45383023430248e-59	"ENSMUSG00000001270"	"Ckb"	"Ckb"	"ENSMUSG00000001270"	27577	TRUE
"ENSMUSG00000021290"	"OK"	"negbinomial.size"	8.76928604292354e-67	2.97563464310532e-65	"ENSMUSG00000021290"	"2010107E04Rik"	"2010107E04Rik"	"ENSMUSG00000021290"	27554	FALSE
"ENSMUSG00000006356"	"OK"	"negbinomial.size"	1.412060803256e-44	3.00859740228621e-43	"ENSMUSG00000006356"	"Crip2"	"Crip2"	"ENSMUSG00000006356"	19083	TRUE
"ENSMUSG00000045763"	"OK"	"negbinomial.size"	1.05787287635473e-67	3.65329712843124e-66	"ENSMUSG00000045763"	"Basp1"	"Basp1"	"ENSMUSG00000045763"	22869	TRUE
"ENSMUSG00000022234"	"OK"	"negbinomial.size"	1.57407253008842e-70	5.68820873692044e-69	"ENSMUSG00000022234"	"Cct5"	"Cct5"	"ENSMUSG00000022234"	26796	FALSE
"ENSMUSG00000051359"	"OK"	"negbinomial.size"	2.20415048823059e-111	1.32546887467921e-109	"ENSMUSG00000051359"	"Ncald"	"Ncald"	"ENSMUSG00000051359"	13919	TRUE
"ENSMUSG00000022336"	"OK"	"negbinomial.size"	1.48797975780367e-112	9.08834695207537e-111	"ENSMUSG00000022336"	"Eif3e"	"Eif3e"	"ENSMUSG00000022336"	26969	TRUE
"ENSMUSG00000022337"	"OK"	"negbinomial.size"	3.40742425853171e-77	1.35384267414876e-75	"ENSMUSG00000022337"	"Emc2"	"Emc2"	"ENSMUSG00000022337"	20035	FALSE
"ENSMUSG00000022312"	"OK"	"negbinomial.size"	4.120596876909e-49	9.99661937038282e-48	"ENSMUSG00000022312"	"Eif3h"	"Eif3h"	"ENSMUSG00000022312"	27104	FALSE
"ENSMUSG00000022332"	"OK"	"negbinomial.size"	3.38225972667325e-141	2.89443380455692e-139	"ENSMUSG00000022332"	"Khdrbs3"	"Khdrbs3"	"ENSMUSG00000022332"	10603	TRUE
"ENSMUSG00000055762"	"OK"	"negbinomial.size"	8.80695125602421e-40	1.70607295786787e-38	"ENSMUSG00000055762"	"Eef1d"	"Eef1d"	"ENSMUSG00000055762"	26911	FALSE
"ENSMUSG00000022564"	"OK"	"negbinomial.size"	3.24189264515176e-48	7.62726252994542e-47	"ENSMUSG00000022564"	"Grina"	"Grina"	"ENSMUSG00000022564"	17220	TRUE
"ENSMUSG00000059323"	"OK"	"negbinomial.size"	1.33865822208056e-55	3.68367523125525e-54	"ENSMUSG00000059323"	"Tonsl"	"Tonsl"	"ENSMUSG00000059323"	22694	FALSE
"ENSMUSG00000003970"	"OK"	"negbinomial.size"	4.93663008231152e-63	1.53776027064004e-61	"ENSMUSG00000003970"	"Rpl8"	"Rpl8"	"ENSMUSG00000003970"	27577	FALSE
"ENSMUSG00000044986"	"OK"	"negbinomial.size"	1.68771780033726e-66	5.66513033195104e-65	"ENSMUSG00000044986"	"Tst"	"Tst"	"ENSMUSG00000044986"	9014	TRUE
"ENSMUSG00000033020"	"OK"	"negbinomial.size"	3.03802087265046e-76	1.2009435302419e-74	"ENSMUSG00000033020"	"Polr2f"	"Polr2f"	"ENSMUSG00000033020"	26733	TRUE
"ENSMUSG00000016541"	"OK"	"negbinomial.size"	4.01512530233523e-103	2.17893995065753e-101	"ENSMUSG00000016541"	"Atxn10"	"Atxn10"	"ENSMUSG00000016541"	24746	FALSE
"ENSMUSG00000055022"	"OK"	"negbinomial.size"	3.48725578318413e-99	1.84115284146077e-97	"ENSMUSG00000055022"	"Cntn1"	"Cntn1"	"ENSMUSG00000055022"	10814	TRUE
"ENSMUSG00000045608"	"OK"	"negbinomial.size"	4.0216762489171e-44	8.44172608852883e-43	"ENSMUSG00000045608"	"Dbx2"	"Dbx2"	"ENSMUSG00000045608"	13949	TRUE
"ENSMUSG00000072235"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000072235"	"Tuba1a"	"Tuba1a"	"ENSMUSG00000072235"	27552	TRUE
"ENSMUSG00000023010"	"OK"	"negbinomial.size"	1.41828626299982e-201	1.87201767340866e-199	"ENSMUSG00000023010"	"Tmbim6"	"Tmbim6"	"ENSMUSG00000023010"	25846	FALSE
"ENSMUSG00000023019"	"OK"	"negbinomial.size"	1.4814768222566e-37	2.73065106587533e-36	"ENSMUSG00000023019"	"Gpd1"	"Gpd1"	"ENSMUSG00000023019"	3212	TRUE
"ENSMUSG00000022674"	"OK"	"negbinomial.size"	2.88915515044181e-44	6.0891192785022e-43	"ENSMUSG00000022674"	"Ube2v2"	"Ube2v2"	"ENSMUSG00000022674"	23029	FALSE
"ENSMUSG00000006998"	"OK"	"negbinomial.size"	1.52189136852865e-62	4.69022403282365e-61	"ENSMUSG00000006998"	"Psmd2"	"Psmd2"	"ENSMUSG00000006998"	24674	FALSE
"ENSMUSG00000022884"	"OK"	"negbinomial.size"	4.03216136794509e-60	1.18716282241484e-58	"ENSMUSG00000022884"	"Eif4a2"	"Eif4a2"	"ENSMUSG00000022884"	21163	TRUE
"ENSMUSG00000047261"	"OK"	"negbinomial.size"	6.33824215991572e-66	2.10936157351896e-64	"ENSMUSG00000047261"	"Gap43"	"Gap43"	"ENSMUSG00000047261"	25176	TRUE
"ENSMUSG00000022658"	"OK"	"negbinomial.size"	1.26453178825857e-160	1.2544638600081e-158	"ENSMUSG00000022658"	"Tagln3"	"Tagln3"	"ENSMUSG00000022658"	5717	TRUE
"ENSMUSG00000022636"	"OK"	"negbinomial.size"	1.91218257154062e-46	4.28521489953167e-45	"ENSMUSG00000022636"	"Alcam"	"Alcam"	"ENSMUSG00000022636"	8437	TRUE
"ENSMUSG00000022892"	"OK"	"negbinomial.size"	4.88519534247236e-50	1.2058148567196e-48	"ENSMUSG00000022892"	"App"	"App"	"ENSMUSG00000022892"	17969	FALSE
"ENSMUSG00000025613"	"OK"	"negbinomial.size"	7.91901904609724e-85	3.47433018712576e-83	"ENSMUSG00000025613"	"Cct8"	"Cct8"	"ENSMUSG00000025613"	26678	TRUE
"ENSMUSG00000039830"	"OK"	"negbinomial.size"	4.24850911274067e-88	1.94619204208635e-86	"ENSMUSG00000039830"	"Olig2"	"Olig2"	"ENSMUSG00000039830"	26180	TRUE
"ENSMUSG00000046160"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000046160"	"Olig1"	"Olig1"	"ENSMUSG00000046160"	27103	TRUE
"ENSMUSG00000022956"	"OK"	"negbinomial.size"	8.81965015773082e-111	5.20325951540369e-109	"ENSMUSG00000022956"	"Atp5o"	"Atp5o"	"ENSMUSG00000022956"	27509	FALSE
"ENSMUSG00000022947"	"OK"	"negbinomial.size"	2.70293450132937e-64	8.68004223880514e-63	"ENSMUSG00000022947"	"Cbr3"	"Cbr3"	"ENSMUSG00000022947"	8721	FALSE
"ENSMUSG00000094724"	"OK"	"negbinomial.size"	1.60796580692542e-89	7.43147401865382e-88	"ENSMUSG00000094724"	"Rnaset2b"	"Rnaset2b"	"ENSMUSG00000094724"	7008	FALSE
"ENSMUSG00000095687"	"OK"	"negbinomial.size"	1.56676889931347e-109	9.13948524599525e-108	"ENSMUSG00000095687"	"Rnaset2a"	"Rnaset2a"	"ENSMUSG00000095687"	8021	FALSE
"ENSMUSG00000023861"	"OK"	"negbinomial.size"	6.39017962776465e-52	1.64507516863528e-50	"ENSMUSG00000023861"	"Mpc1"	"Mpc1"	"ENSMUSG00000023861"	27114	FALSE
"ENSMUSG00000073468"	"OK"	"negbinomial.size"	3.80634864644966e-54	1.02567266727428e-52	"ENSMUSG00000073468"	"Sft2d1"	"Sft2d1"	"ENSMUSG00000073468"	19249	FALSE
"ENSMUSG00000062078"	"OK"	"negbinomial.size"	9.64581397992225e-46	2.11002180810799e-44	"ENSMUSG00000062078"	"Qk"	"Qk"	"ENSMUSG00000062078"	27121	TRUE
"ENSMUSG00000023832"	"OK"	"negbinomial.size"	1.65001411883911e-102	8.89237712834574e-101	"ENSMUSG00000023832"	"Acat2"	"Acat2"	"ENSMUSG00000023832"	23371	TRUE
"ENSMUSG00000014769"	"OK"	"negbinomial.size"	5.16244980589594e-127	3.82881693937282e-125	"ENSMUSG00000014769"	"Psmb1"	"Psmb1"	"ENSMUSG00000014769"	27302	FALSE
"ENSMUSG00000023904"	"OK"	"negbinomial.size"	1.70647811874011e-71	6.28330891238233e-70	"ENSMUSG00000023904"	"Hcfc1r1"	"Hcfc1r1"	"ENSMUSG00000023904"	16072	TRUE
"ENSMUSG00000079657"	"OK"	"negbinomial.size"	8.18823604312847e-70	2.93176497406266e-68	"ENSMUSG00000079657"	"Rab26"	"Rab26"	"ENSMUSG00000079657"	2943	TRUE
"ENSMUSG00000044533"	"OK"	"negbinomial.size"	1.60035332688559e-40	3.14319080280492e-39	"ENSMUSG00000044533"	"Rps2"	"Rps2"	"ENSMUSG00000044533"	27576	FALSE
"ENSMUSG00000061046"	"OK"	"negbinomial.size"	3.37217826524142e-111	1.9970219194348e-109	"ENSMUSG00000061046"	"Haghl"	"Haghl"	"ENSMUSG00000061046"	16751	FALSE
"ENSMUSG00000002274"	"OK"	"negbinomial.size"	4.65830567059834e-50	1.1516366796757e-48	"ENSMUSG00000002274"	"Metrn"	"Metrn"	"ENSMUSG00000002274"	23428	TRUE
"ENSMUSG00000015575"	"OK"	"negbinomial.size"	8.87129297510147e-63	2.75239816906784e-61	"ENSMUSG00000015575"	"Atp6v0e"	"Atp6v0e"	"ENSMUSG00000015575"	25885	FALSE
"ENSMUSG00000023913"	"OK"	"negbinomial.size"	1.44310800813321e-167	1.56086161296353e-165	"ENSMUSG00000023913"	"Pla2g7"	"Pla2g7"	"ENSMUSG00000023913"	6523	TRUE
"ENSMUSG00000057863"	"OK"	"negbinomial.size"	7.80069270248638e-95	3.91921899487824e-93	"ENSMUSG00000057863"	"Rpl36"	"Rpl36"	"ENSMUSG00000057863"	27575	FALSE
"ENSMUSG00000002379"	"OK"	"negbinomial.size"	2.39916971161957e-111	1.43719493301826e-109	"ENSMUSG00000002379"	"Ndufa11"	"Ndufa11"	"ENSMUSG00000002379"	26959	FALSE
"ENSMUSG00000024091"	"OK"	"negbinomial.size"	7.63121933115287e-104	4.18507891136288e-102	"ENSMUSG00000024091"	"Vapa"	"Vapa"	"ENSMUSG00000024091"	26817	FALSE
"ENSMUSG00000024099"	"OK"	"negbinomial.size"	9.2708943777824e-53	2.4349777391899e-51	"ENSMUSG00000024099"	"Ndufv2"	"Ndufv2"	"ENSMUSG00000024099"	27077	FALSE
